id,gastos
261,1379
262,2156
263,2531
264,2927
265,1616
266,1821
267,2167
268,2222
269,1486
270,1964
271,1627
272,2550
273,1671
274,1184
275,1578
276,1709
277,993
278,1474
279,996
280,1475
281,1588
282,912
283,1087
284,2441
285,1025
286,1033
287,1151
288,1924
289,2483
290,1840
291,1971
292,1495
293,1605
294,2891
295,1533
296,875
297,2611
298,2162
299,1607
300,2338
301,1904
302,1425
303,1327
304,975
305,1660
306,2379
307,1929
308,1478
309,1906
310,1805
311,1176
312,991
313,2304
314,1022
315,1473
316,1356
317,1495
318,1060
319,1110
320,1069
321,2364
322,1472
323,2658
324,1503
325,1354
326,1613
327,1478
328,2744
329,2943
330,2498
331,1790
332,1961
333,2451
334,2601
335,1557
336,1411
337,1528
338,1157
339,2533
340,1052
341,2558
342,984
343,1981
344,2529
345,1639
346,1438
347,970
348,1442
349,2449
350,1106
351,2559
352,2604
353,1869
354,1048
355,1485
356,935
357,1965
358,1614
359,1336
360,1218
361,2986
362,1598
363,2884
364,1607
365,1715
366,1998
367,1664
368,899
369,1020
370,2255
371,1369
372,1067
373,1811
374,1939
375,2237
376,2962
377,1450
378,1922
379,976
380,2774
381,1334
382,2220
383,2250
384,965
385,878
386,1047
387,1494
388,1967
389,2016
390,1941
391,1036
392,2051
393,2514
394,1566
395,2092
396,922
397,1369
398,916
399,2304
400,894
401,1966
402,2417
403,2910
404,796
405,866
406,2052
407,1585
408,1485
409,1503
410,2400
411,1547
412,1483
413,1882
414,1504
415,2376
416,2790
417,1644
418,996
419,1595
420,866
421,1072
422,901
423,1702
424,2351
425,2541
426,1544
427,937
428,874
429,2168
430,1611
431,2179
432,1496
433,1404
434,873
435,1055
436,1471
437,1970
438,1956
439,1035
440,993
441,2159
442,914
443,2273
444,1070
445,1502
446,994
447,815
448,863
449,960
450,1658
451,2497
452,874
453,1112
454,2937
455,973
456,1582
457,1551
458,1577
459,1698
460,1549
461,1073
462,837
463,1927
464,937
465,1465
466,850
467,1571
468,1079
469,1625
470,901
471,1034
472,854
473,1881
474,1988
475,2099
476,1959
477,2653
478,1434
479,2945
480,2594
481,1831
482,2059
483,1684
484,1679
485,1416
486,1546
487,2219
488,2838
489,1538
490,1743
491,1166
492,1561
493,1034
494,2920
495,2345
496,2442
497,1891
498,1106
499,931
500,897
501,1454
502,1567
503,1919
504,981
505,1645
506,1522
507,2356
508,957
509,1589
510,888
511,1834
512,2531
513,2591
514,2147
515,1546
516,885
517,895
518,1946
519,1423
520,1981
521,1618
522,1208
523,1001
524,900
525,2671
526,2868
527,1303
528,1070
529,2904
530,877
531,1981
532,1996
533,1616
534,2874
535,1425
536,1755
537,1902
538,1064
539,890
540,1592
541,1564
542,951
543,807
544,973
545,2619
546,1491
547,1919
548,886
549,2280
550,2349
551,1961
552,2176
553,1478
554,2059
555,1005
556,2208
557,2566
558,1066
559,1456
560,943
561,909
562,914
563,1439
564,2340
565,2198
566,2068
567,1864
568,2445
569,1562
570,961
571,2255
572,1162
573,1815
574,2064
575,2841
576,1111
577,2234
578,2648
579,1023
580,1505
581,1722
582,1970
583,2661
584,938
585,908
586,1957
587,1541
588,956
589,1011
590,1502
591,1456
592,986
593,1096
594,1528
595,2960
596,1568
597,1045
598,1698
599,2183
600,959
601,1891
602,2869
603,1996
604,2800
605,899
606,2264
607,2909
608,2076
609,2243
610,1623
611,2268
612,1587
613,959
614,1737
615,2192
616,1533
617,1571
618,1424
619,2733
620,1704
621,1008
622,966
623,1525
624,1428
625,2203
626,2446
627,1079
628,1504
629,1401
630,1546
631,2003
632,2933
633,2983
634,1606
635,2391
636,2347
637,1516
638,1706
639,1701
640,1916
641,2216
642,2315
643,2386
644,2492
645,1449
646,2742
647,2120
648,2227
649,1496
650,985
651,1288
652,2902
653,1585
654,1586
655,1986
656,1338
657,2136
658,1007
659,1903
660,826
661,926
662,929
663,2980
664,935
665,1958
666,2871
667,1152
668,1093
669,683
670,1102
671,2376
672,1400
673,995
674,2880
675,2009
676,1476
677,941
678,910
679,1470
680,1104
681,1842
682,2504
683,1657
684,1901
685,1589
686,2289
687,2105
688,2309
689,1672
690,980
691,838
692,1048
693,1503
694,955
695,930
696,2879
697,1578
698,1515
699,1027
700,1719
701,2952
702,1539
703,2970
704,1511
705,1482
706,2268
707,1528
708,1677
709,1835
710,1061
711,2291
712,2485
713,1538
714,1838
715,2758
716,963
717,898
718,2606
719,1404
720,1370
721,1015
722,2872
723,894
724,1694
725,2678
726,2605
727,2421
728,1858
729,1553
730,1008
731,1972
732,1337
733,1022
734,1902
735,2183
736,2670
737,1010
738,1997
739,2234
740,2257
741,1112
742,1875
743,993
744,1807
745,2465
746,2081
747,2323
748,1993
749,2680
750,2036
751,2389
752,2509
753,931
754,1543
755,1972
756,832
757,994
758,1558
759,2744
760,2761
761,988
762,1094
763,1069
764,1503
765,1583
766,1126
767,1110
768,927
769,1529
770,1983
771,2673
772,1514
773,2318
774,1976
775,1864
776,1098
777,2944
778,1984
779,1801
780,1433
781,1584
782,1470
783,1077
784,993
785,1566
786,1733
787,1438
788,1954
789,2475
790,1036
791,1936
792,1614
793,916
794,1468
795,1549
796,1535
797,1943
798,1995
799,1709
800,2056
801,2609
802,1657
803,1524
804,1656
805,2814
806,2233
807,1520
808,1568
809,723
810,1519
811,841
812,1637
813,2387
814,950
815,1625
816,1459
817,1378
818,1450
819,1931
820,1407
821,1571
822,1196
823,765
824,2735
825,1226
826,1626
827,1896
828,937
829,1050
830,1960
831,1979
832,1046
833,1584
834,1528
835,2159
836,2025
837,2319
838,1921
839,946
840,2709
841,1827
842,2339
843,1933
844,1386
845,1610
846,1924
847,2428
848,2638
849,1357
850,1105
851,2438
852,1563
853,1119
854,888
855,1619
856,1385
857,2287
858,2299
859,903
860,2868
861,1389
862,832
863,1563
864,2375
865,2667
866,1438
867,1022
868,1457
869,1989
870,2122
871,1481
872,957
873,1572
874,2046
875,2539
876,1472
877,1707
878,1659
879,2540
880,1469
881,2527
882,1959
883,2109
884,2875
885,1962
886,2684
887,873
888,2742
889,1411
890,2518
891,1025
892,2839
893,1320
894,1945
895,2147
896,2783
897,1899
898,1761
899,1568
900,1642
901,2348
902,2790
903,1547
904,2092
905,2970
906,972
907,1540
908,1353
909,868
910,2580
911,1486
912,964
913,1889
914,1073
915,1974
916,1058
917,2394
918,2704
919,1477
920,1901
921,1476
922,863
923,2811
924,1934
925,2010
926,2836
927,938
928,1976
929,1450
930,1883
931,1048
932,2545
933,2944
934,1073
935,2111
936,1937
937,1062
938,2883
939,2606
940,1937
941,1387
942,2385
943,901
944,2170
945,2803
946,2234
947,2855
948,2517
949,930
950,1389
951,2372
952,927
953,2909
954,1603
955,1546
956,882
957,847
958,1057
959,2274
960,1011
961,2785
962,2934
963,1655
964,1936
965,911
966,1897
967,1997
968,2189
969,1469
970,1403
971,1974
972,2047
973,2446
974,1603
975,1428
976,1054
977,1849
978,1105
979,2554
980,2978
981,2637
982,2057
983,991
984,988
985,1858
986,1427
987,997
988,1150
989,1106
990,2200
991,895
992,1942
993,1979
994,1206
995,1488
996,961
997,1116
998,2293
999,1644
1000,1923
1001,1394
1002,2814
1003,1600
1004,1177
1005,2272
1006,2757
1007,1936
1008,1569
1009,1551
1010,1715
1011,1583
1012,1159
1013,1101
1014,909
1015,1593
1016,2592
1017,1436
1018,977
1019,1042
1020,2679
1021,742
1022,1067
1023,1435
1024,2436
1025,1502
1026,1940
1027,2755
1028,1586
1029,2649
1030,935
1031,1875
1032,1645
1033,2011
1034,2266
1035,1536
1036,2875
1037,1041
1038,1988
1039,1995
1040,1291
1041,2436
1042,2695
1043,1328
1044,1529
1045,1475
1046,1386
1047,2665
1048,1581
1049,1664
1050,1523
1051,1527
1052,1614
1053,1182
1054,937
1055,1005
1056,1615
1057,922
1058,979
1059,994
1060,1887
1061,1006
1062,1591
1063,1554
1064,1516
1065,1323
1066,1087
1067,1047
1068,1983
1069,2905
1070,901
1071,2461
1072,2113
1073,1564
1074,939
1075,1018
1076,1576
1077,2486
1078,881
1079,1330
1080,1930
1081,1536
1082,1520
1083,2215
1084,1122
1085,1850
1086,970
1087,1043
1088,865
1089,1975
1090,919
1091,657
1092,1898
1093,703
1094,2635
1095,2098
1096,2522
1097,1094
1098,1931
1099,1477
1100,2753
1101,2939
1102,2755
1103,2821
1104,2358
1105,2584
1106,2659
1107,1060
1108,1556
1109,2458
1110,2271
1111,959
1112,1971
1113,934
1114,2444
1115,2673
1116,1512
1117,929
1118,1466
1119,1597
1120,909
1121,2716
1122,2978
1123,1985
1124,2167
1125,905
1126,2576
1127,1433
1128,2611
1129,1609
1130,1842
1131,2865
1132,1876
1133,946
1134,2497
1135,983
1136,1966
1137,931
1138,879
1139,1606
1140,1661
1141,950
1142,1985
1143,1513
1144,1515
1145,1055
1146,1011
1147,2385
1148,2661
1149,811
1150,1529
1151,1634
1152,1923
1153,1560
1154,1477
1155,2411
1156,1484
1157,1839
1158,1128
1159,975
1160,2360
1161,1062
1162,1977
1163,983
1164,979
1165,2474
1166,1504
1167,1815
1168,1975
1169,2198
1170,1009
1171,2508
1172,2948
1173,1017
1174,1032
1175,1943
1176,1518
1177,2200
1178,2797
1179,1247
1180,1382
1181,1577
1182,2454
1183,2962
1184,1508
1185,1362
1186,1159
1187,1799
1188,2245
1189,1930
1190,2100
1191,2799
1192,975
1193,1130
1194,1809
1195,1994
1196,1854
1197,1434
1198,1487
1199,1319
1200,852
1201,1923
1202,948
1203,1606
1204,843
1205,2193
1206,1551
1207,1617
1208,1787
1209,2330
1210,792
1211,1554
1212,2005
1213,1982
1214,1611
1215,1155
1216,2856
1217,2658
1218,2961
1219,1576
1220,1567
1221,1034
1222,2734
1223,1661
1224,1026
1225,833
1226,1483
1227,1533
1228,791
1229,2552
1230,1639
1231,2283
1232,2461
1233,657
1234,1390
1235,1444
1236,896
1237,1885
1238,1185
1239,921
1240,995
1241,895
1242,1579
1243,1452
1244,2306
1245,1080
1246,881
1247,2254
1248,1040
1249,1939
1250,945
1251,2674
1252,1449
1253,868
1254,1934
1255,2327
1256,1573
1257,1375
1258,930
1259,1897
1260,1918
1261,1106
1262,1436
1263,1980
1264,2011
1265,2719
1266,1378
1267,2628
1268,1367
1269,1657
1270,1414
1271,1207
1272,2830
1273,1635
1274,1563
1275,899
1276,1959
1277,1907
1278,1523
1279,1009
1280,1971
1281,2528
1282,1434
1283,1430
1284,1360
1285,1335
1286,1084
1287,1889
1288,1478
1289,1989
1290,1595
1291,1034
1292,1639
1293,1614
1294,1061
1295,1494
1296,1609
1297,1432
1298,1088
1299,981
1300,1796
1301,2551
1302,1696
1303,1232
1304,1644
1305,1410
1306,1487
1307,1549
1308,1437
1309,1907
1310,2964
1311,1506
1312,1642
1313,1978
1314,2631
1315,1033
1316,928
1317,2928
1318,1733
1319,1330
1320,1977
1321,1905
1322,1948
1323,2614
1324,1464
1325,1537
1326,1978
1327,965
1328,1863
1329,2204
1330,2597
1331,1423
1332,2906
1333,1449
1334,2998
1335,1532
1336,2177
1337,1618
1338,1726
1339,810
1340,1156
1341,913
1342,934
1343,1418
1344,1498
1345,2973
1346,2438
1347,1036
1348,2105
1349,900
1350,2249
1351,1164
1352,894
1353,930
1354,1957
1355,2499
1356,2570
1357,1609
1358,984
1359,1854
1360,2888
1361,2802
1362,903
1363,2912
1364,1445
1365,1454
1366,1933
1367,1353
1368,1542
1369,2348
1370,1513
1371,1008
1372,2232
1373,1552
1374,822
1375,1580
1376,1433
1377,1584
1378,1845
1379,1486
1380,1406
1381,1965
1382,1069
1383,921
1384,1911
1385,1424
1386,1600
1387,1020
1388,1284
1389,1632
1390,1956
1391,1570
1392,1360
1393,1006
1394,1866
1395,1030
1396,897
1397,1051
1398,2071
1399,1883
1400,2340
1401,2461
1402,1528
1403,1537
1404,1016
1405,1944
1406,1999
1407,1703
1408,2050
1409,2372
1410,1600
1411,1852
1412,1884
1413,1551
1414,1540
1415,1828
1416,1687
1417,965
1418,1962
1419,1025
1420,2654
1421,1681
1422,1590
1423,1079
1424,2835
1425,2319
1426,1525
1427,1060
1428,1552
1429,1123
1430,1744
1431,2984
1432,2009
1433,1952
1434,1184
1435,1773
1436,951
1437,1589
1438,1553
1439,1054
1440,1974
1441,2032
1442,1268
1443,1497
1444,1450
1445,2769
1446,983
1447,1048
1448,1935
1449,821
1450,2103
1451,1048
1452,1570
1453,843
1454,2006
1455,2632
1456,1396
1457,2014
1458,919
1459,1590
1460,1433
1461,1476
1462,1602
1463,1569
1464,1670
1465,2243
1466,1430
1467,1933
1468,1422
1469,1384
1470,2124
1471,995
1472,2432
1473,855
1474,1953
1475,2049
1476,913
1477,2919
1478,887
1479,1955
1480,2937
1481,2707
1482,853
1483,1046
1484,1028
1485,2306
1486,2663
1487,1524
1488,2487
1489,1143
1490,1963
1491,2434
1492,910
1493,905
1494,938
1495,1953
1496,1466
1497,1028
1498,2150
1499,2970
1500,1624
1501,2187
1502,1443
1503,944
1504,1556
1505,1923
1506,1589
1507,1765
1508,1115
1509,1609
1510,939
1511,2910
1512,1078
1513,1069
1514,966
1515,950
1516,939
1517,1035
1518,1497
1519,1383
1520,995
1521,2811
1522,1525
1523,1892
1524,921
1525,940
1526,2920
1527,1511
1528,1960
1529,822
1530,1486
1531,2593
1532,2331
1533,1435
1534,1505
1535,1566
1536,1969
1537,1558
1538,923
1539,1932
1540,2320
1541,1990
1542,1617
1543,1494
1544,2322
1545,2518
1546,894
1547,1133
1548,2832
1549,1508
1550,1587
1551,2820
1552,1656
1553,1846
1554,2041
1555,1516
1556,990
1557,2408
1558,1980
1559,2170
1560,2972
1561,1604
1562,2172
1563,1749
1564,1471
1565,929
1566,1023
1567,1404
1568,1880
1569,1959
1570,2366
1571,2822
1572,1765
1573,2149
1574,1712
1575,1988
1576,2376
1577,869
1578,2605
1579,1534
1580,1135
1581,1529
1582,1510
1583,1399
1584,1107
1585,1013
1586,1912
1587,1511
1588,2861
1589,988
1590,1639
1591,1494
1592,1419
1593,1165
1594,1930
1595,974
1596,2064
1597,1692
1598,943
1599,1997
1600,967
1601,1006
1602,1012
1603,1870
1604,2839
1605,1557
1606,1415
1607,1979
1608,2149
1609,1050
1610,1353
1611,1400
1612,889
1613,2932
1614,1618
1615,854
1616,1553
1617,2854
1618,1920
1619,2766
1620,2919
1621,1333
1622,1989
1623,1903
1624,2128
1625,1621
1626,2277
1627,2644
1628,1996
1629,1595
1630,1049
1631,1553
1632,1546
1633,1836
1634,2038
1635,1596
1636,974
1637,893
1638,1395
1639,2401
1640,2279
1641,1641
1642,868
1643,1428
1644,1010
1645,1061
1646,2934
1647,1555
1648,1086
1649,2343
1650,2985
1651,1964
1652,2731
1653,1583
1654,1530
1655,2808
1656,1167
1657,1903
1658,2832
1659,1948
1660,1993
1661,1111
1662,1467
1663,1992
1664,1592
1665,1697
1666,2733
1667,1016
1668,1868
1669,1664
1670,1371
1671,1106
1672,1651
1673,870
1674,973
1675,1496
1676,1734
1677,1618
1678,1447
1679,2793
1680,1054
1681,876
1682,1493
1683,1144
1684,1659
1685,873
1686,2640
1687,1574
1688,1592
1689,1001
1690,1960
1691,2816
1692,1023
1693,2362
1694,2498
1695,943
1696,1661
1697,1065
1698,1040
1699,944
1700,822
1701,891
1702,1520
1703,774
1704,1972
1705,2621
1706,1078
1707,1095
1708,995
1709,2227
1710,1456
1711,1138
1712,944
1713,2224
1714,2107
1715,1426
1716,1499
1717,861
1718,1453
1719,1027
1720,1560
1721,2857
1722,2881
1723,1434
1724,1512
1725,1166
1726,2997
1727,952
1728,1429
1729,1451
1730,2558
1731,2290
1732,1512
1733,2752
1734,1394
1735,1612
1736,1543
1737,2627
1738,2313
1739,1453
1740,1005
1741,2100
1742,2442
1743,875
1744,865
1745,1151
1746,1987
1747,1107
1748,2198
1749,1551
1750,2136
1751,1482
1752,969
1753,974
1754,1338
1755,1661
1756,1483
1757,898
1758,1091
1759,2809
1760,2531
1761,2253
1762,2541
1763,1012
1764,886
1765,2776
1766,2949
1767,1611
1768,1932
1769,969
1770,1902
1771,1082
1772,2175
1773,933
1774,1094
1775,1994
1776,920
1777,2686
1778,1653
1779,2741
1780,1537
1781,2965
1782,888
1783,1091
1784,1632
1785,2207
1786,1184
1787,1948
1788,1722
1789,1549
1790,1483
1791,1925
1792,2303
1793,1039
1794,971
1795,1466
1796,1478
1797,1005
1798,2194
1799,2470
1800,1493
1801,874
1802,2055
1803,1898
1804,2958
1805,1087
1806,1919
1807,2759
1808,1137
1809,1013
1810,1270
1811,1925
1812,1582
1813,1967
1814,1638
1815,1131
1816,2165
1817,1325
1818,972
1819,2843
1820,1102
1821,2341
1822,2500
1823,1992
1824,2082
1825,2087
1826,1436
1827,1478
1828,1677
1829,1648
1830,1556
1831,904
1832,888
1833,2476
1834,1047
1835,1800
1836,1094
1837,2173
1838,965
1839,1507
1840,1988
1841,1672
1842,2385
1843,1599
1844,2924
1845,2958
1846,1816
1847,1082
1848,2272
1849,2763
1850,1031
1851,2652
1852,908
1853,1650
1854,1208
1855,922
1856,994
1857,1972
1858,2812
1859,827
1860,2326
1861,1563
1862,2557
1863,2746
1864,1592
1865,1519
1866,2160
1867,1902
1868,1408
1869,1559
1870,1089
1871,1218
1872,972
1873,1054
1874,1398
1875,1069
1876,1920
1877,1998
1878,1461
1879,1574
1880,899
1881,2423
1882,1043
1883,2500
1884,1000
1885,1005
1886,2563
1887,1549
1888,1906
1889,2121
1890,2081
1891,1179
1892,1078
1893,997
1894,930
1895,1008
1896,2927
1897,1847
1898,1001
1899,1910
1900,1974
1901,2463
1902,2669
1903,1583
1904,872
1905,1993
1906,1045
1907,1999
1908,1471
1909,2442
1910,1975
1911,1981
1912,1108
1913,2422
1914,1888
1915,1897
1916,1041
1917,1608
1918,2724
1919,1104
1920,2320
1921,1432
1922,1161
1923,2989
1924,979
1925,1111
1926,2404
1927,1570
1928,1068
1929,899
1930,2420
1931,2133
1932,989
1933,1030
1934,1094
1935,2978
1936,2020
1937,2430
1938,1993
1939,2580
1940,1586
1941,1023
1942,1688
1943,1433
1944,1009
1945,1180
1946,901
1947,1921
1948,1540
1949,1965
1950,1520
1951,1081
1952,880
1953,2632
1954,1391
1955,1624
1956,1329
1957,1596
1958,879
1959,871
1960,1189
1961,2775
1962,1513
1963,1562
1964,2924
1965,1462
1966,2448
1967,2677
1968,1978
1969,946
1970,1521
1971,1031
1972,885
1973,905
1974,2768
1975,1033
1976,1851
1977,984
1978,1040
1979,2999
1980,1457
1981,1924
1982,1568
1983,2713
1984,967
1985,2795
1986,1314
1987,1027
1988,937
1989,2178
1990,2285
1991,1137
1992,1019
1993,2429
1994,2200
1995,2435
1996,1929
1997,2829
1998,1453
1999,1052
2000,924
2001,1746
2002,861
2003,1751
2004,1749
2005,2375
2006,1024
2007,1884
2008,2487
2009,694
2010,1005
2011,2653
2012,1108
2013,1077
2014,1874
2015,1932
2016,2927
2017,1944
2018,2941
2019,1618
2020,1041
2021,1959
2022,1073
2023,1313
2024,1102
2025,2410
2026,2698
2027,891
2028,2047
2029,1067
2030,1708
2031,931
2032,1596
2033,1454
2034,2244
2035,957
2036,1591
2037,1594
2038,975
2039,850
2040,1538
2041,1525
2042,1515
2043,2679
2044,2249
2045,1942
2046,2000
2047,2489
2048,1149
2049,2131
2050,2559
2051,1556
2052,2784
2053,2459
2054,1431
2055,1988
2056,975
2057,2120
2058,1213
2059,875
2060,1095
2061,2353
2062,1420
2063,1577
2064,1886
2065,1985
2066,932
2067,2815
2068,1093
2069,1452
2070,2444
2071,1524
2072,1169
2073,1953
2074,1387
2075,2567
2076,1439
2077,829
2078,1905
2079,1286
2080,1058
2081,1881
2082,880
2083,1552
2084,1917
2085,2765
2086,1588
2087,2714
2088,1230
2089,1012
2090,1051
2091,1955
2092,2741
2093,2721
2094,1267
2095,2619
2096,1938
2097,2628
2098,1625
2099,2468
2100,1422
2101,1456
2102,991
2103,834
2104,1917
2105,1258
2106,1907
2107,2749
2108,1564
2109,2652
2110,2231
2111,2291
2112,1061
2113,1609
2114,1915
2115,1025
2116,961
2117,2940
2118,1002
2119,1815
2120,1854
2121,1051
2122,1596
2123,2465
2124,2928
2125,1367
2126,1459
2127,932
2128,1379
2129,2510
2130,2247
2131,944
2132,1926
2133,1971
2134,2812
2135,2244
2136,2596
2137,1520
2138,963
2139,1860
2140,2959
2141,2938
2142,1947
2143,2046
2144,2882
2145,1518
2146,2688
2147,2403
2148,1003
2149,1413
2150,1361
2151,1487
2152,1053
2153,981
2154,866
2155,1461
2156,979
2157,1917
2158,1985
2159,2851
2160,2552
2161,1061
2162,2506
2163,1439
2164,1451
2165,2842
2166,1825
2167,1036
2168,1020
2169,1023
2170,1441
2171,2680
2172,1344
2173,1596
2174,1456
2175,969
2176,1446
2177,1036
2178,1414
2179,1552
2180,1357
2181,1539
2182,1844
2183,2125
2184,1606
2185,2399
2186,2117
2187,947
2188,2272
2189,2611
2190,1118
2191,2135
2192,1408
2193,1511
2194,1062
2195,2165
2196,1578
2197,1331
2198,2894
2199,2185
2200,2793
2201,1485
2202,928
2203,1460
2204,2548
2205,838
2206,1505
2207,2697
2208,1760
2209,2326
2210,1492
2211,2282
2212,1691
2213,2842
2214,1552
2215,1706
2216,1506
2217,2888
2218,1125
2219,1597
2220,1843
2221,2963
2222,2062
2223,1419
2224,1955
2225,2283
2226,1485
2227,1652
2228,767
2229,1040
2230,1053
2231,1148
2232,901
2233,2452
2234,2778
2235,2029
2236,1088
2237,973
2238,1858
2239,935
2240,1581
2241,2053
2242,1715
2243,1988
2244,1472
2245,1008
2246,2942
2247,1552
2248,1718
2249,1132
2250,1031
2251,799
2252,1924
2253,1477
2254,1612
2255,1505
2256,994
2257,1961
2258,2725
2259,1388
2260,1217
2261,978
2262,2704
2263,2247
2264,1563
2265,2045
2266,2481
2267,2663
2268,1679
2269,976
2270,972
2271,985
2272,2436
2273,2219
2274,1538
2275,1645
2276,1132
2277,1010
2278,2329
2279,1581
2280,1538
2281,1933
2282,2266
2283,2876
2284,1030
2285,1468
2286,1544
2287,1759
2288,1949
2289,2010
2290,978
2291,2787
2292,2016
2293,980
2294,2426
2295,1322
2296,1509
2297,1568
2298,1412
2299,1055
2300,1116
2301,2441
2302,1560
2303,986
2304,987
2305,1013
2306,2501
2307,1565
2308,1465
2309,2947
2310,2519
2311,1412
2312,815
2313,2556
2314,2596
2315,1452
2316,1356
2317,2197
2318,2559
2319,2833
2320,1001
2321,863
2322,1062
2323,1748
2324,1071
2325,2283
2326,2756
2327,829
2328,1115
2329,2810
2330,1606
2331,930
2332,1957
2333,1539
2334,1402
2335,2166
2336,1001
2337,1883
2338,875
2339,1052
2340,2425
2341,2489
2342,2945
2343,1642
2344,1356
2345,2184
2346,1423
2347,1065
2348,1612
2349,1961
2350,1011
2351,1056
2352,901
2353,2601
2354,721
2355,925
2356,899
2357,2262
2358,949
2359,1797
2360,1983
2361,1479
2362,1732
2363,1022
2364,2347
2365,2410
2366,1586
2367,2224
2368,1542
2369,1479
2370,938
2371,2038
2372,2180
2373,1185
2374,1626
2375,1909
2376,1638
2377,1894
2378,2174
2379,2539
2380,2925
2381,839
2382,977
2383,1834
2384,1832
2385,1384
2386,1045
2387,2176
2388,1451
2389,2970
2390,1980
2391,2312
2392,855
2393,1466
2394,1871
2395,1493
2396,1591
2397,1116
2398,2695
2399,1065
2400,1951
2401,2507
2402,1653
2403,886
2404,2347
2405,922
2406,1909
2407,991
2408,2232
2409,954
2410,1475
2411,2769
2412,1307
2413,1862
2414,2297
2415,1092
2416,930
2417,1897
2418,2949
2419,978
2420,2639
2421,845
2422,1470
2423,1049
2424,921
2425,2907
2426,923
2427,986
2428,1963
2429,1546
2430,2691
2431,957
2432,2279
2433,2046
2434,1481
2435,1566
2436,1021
2437,2077
2438,975
2439,1148
2440,1079
2441,2262
2442,1624
2443,1545
2444,1839
2445,943
2446,1612
2447,1545
2448,1451
2449,1058
2450,1487
2451,1778
2452,993
2453,1961
2454,1448
2455,1892
2456,1688
2457,845
2458,936
2459,916
2460,1475
2461,1946
2462,2003
2463,989
2464,828
2465,1055
2466,2802
2467,2741
2468,1373
2469,2863
2470,1964
2471,1324
2472,2488
2473,832
2474,2720
2475,1041
2476,869
2477,2845
2478,2856
2479,2377
2480,2865
2481,1609
2482,1911
2483,2145
2484,1153
2485,1489
2486,1536
2487,1995
2488,2481
2489,1715
2490,991
2491,1429
2492,1979
2493,1868
2494,1635
2495,1066
2496,942
2497,1233
2498,1134
2499,2203
2500,826
2501,1576
2502,1466
2503,1783
2504,766
2505,1134
2506,2962
2507,926
2508,1940
2509,2041
2510,2882
2511,1007
2512,1125
2513,1637
2514,1512
2515,2273
2516,805
2517,850
2518,2297
2519,906
2520,1590
2521,1398
2522,1971
2523,2511
2524,1999
2525,1389
2526,906
2527,1967
2528,2566
2529,1475
2530,2019
2531,1639
2532,1110
2533,2581
2534,931
2535,857
2536,1107
2537,2866
2538,2886
2539,892
2540,1573
2541,1345
2542,1545
2543,1495
2544,1885
2545,1900
2546,1197
2547,1011
2548,2310
2549,2435
2550,1948
2551,2430
2552,2701
2553,898
2554,1010
2555,1971
2556,1606
2557,888
2558,2464
2559,1086
2560,914
2561,1481
2562,1039
2563,874
2564,2798
2565,1570
